Country,Year,GDP_Projected
Sweden,2028,643519.6000000015
Sweden,2029,652094.8000000007
Sweden,2030,660670.0
Switzerland,2026,1006704.5333333313
Switzerland,2027,1048465.8761904687
Switzerland,2028,1090227.219047621
Switzerland,2029,1131988.5619047582
Switzerland,2030,1173749.9047618955
São Tomé and Príncipe,2026,937.0666666666511
São Tomé and Príncipe,2027,1019.3238095238048
São Tomé and Príncipe,2028,1101.5809523809294
São Tomé and Príncipe,2029,1183.838095238083
São Tomé and Príncipe,2030,1266.0952380952367
Taiwan,2026,825513.7333333343
Taiwan,2027,844035.990476191
Taiwan,2028,862558.2476190478
Taiwan,2029,881080.5047619045
Taiwan,2030,899602.7619047612
Tajikistan,2026,16169.266666666605
Tajikistan,2027,17560.723809523508
Tajikistan,2028,18952.180952380877
Tajikistan,2029,20343.63809523778
Tajikistan,2030,21735.09523809515
Tanzania,2026,90593.26666666567
Tanzania,2027,95010.58095237985
Tanzania,2028,99427.89523809403
Tanzania,2029,103845.20952380821
Tanzania,2030,108262.52380952239
Thailand,2026,546112.4000000022
Thailand,2027,554961.5142857172
Thailand,2028,563810.6285714284
Thailand,2029,572659.7428571433
Thailand,2030,581508.8571428582
Timor-Leste,2026,1914.600000000035
Timor-Leste,2027,1737.4857142857509
Timor-Leste,2028,1560.3714285714668
Timor-Leste,2029,1383.2571428571828
Timor-Leste,2030,1206.1428571428987
Togo,2026,10630.266666666605
Togo,2027,11155.009523809422
Togo,2028,11679.752380952472
Togo,2029,12204.49523809529
Togo,2030,12729.238095238106
Tonga,2026,564.0666666666693
Tonga,2027,574.8952380952396
Tonga,2028,585.7238095238135
Tonga,2029,596.5523809523838
Tonga,2030,607.3809523809541
Trinidad and Tobago,2026,28033.0
Trinidad and Tobago,2027,28844.428571428638
Trinidad and Tobago,2028,29655.857142857276
Trinidad and Tobago,2029,30467.28571428568
Trinidad and Tobago,2030,31278.71428571432
Tunisia,2026,57801.0
Tunisia,2027,60420.42857142817
Tunisia,2028,63039.857142856345
Tunisia,2029,65659.28571428545
Tunisia,2030,68278.71428571362
Turkey,2026,1590372.4666666985
Turkey,2027,1743779.8380952477
Turkey,2028,1897187.2095238566
Turkey,2029,2050594.580952406
Turkey,2030,2204001.952380955
Turkmenistan,2026,98254.59999999963
Turkmenistan,2027,105340.34285714291
Turkmenistan,2028,112426.0857142862
Turkmenistan,2029,119511.82857142761
Turkmenistan,2030,126597.5714285709
Tuvalu,2026,68.9333333333334
Tuvalu,2027,71.10476190476129
Tuvalu,2028,73.2761904761901
Tuvalu,2029,75.4476190476189
Tuvalu,2030,77.6190476190477
Uganda,2026,67859.8666666653
Uganda,2027,72932.49523809552
Uganda,2028,78005.12380952388
Uganda,2029,83077.75238095224
Uganda,2030,88150.3809523806
Ukraine,2026,205662.73333333433
Ukraine,2027,212360.7047619056
Ukraine,2028,219058.67619047686
Ukraine,2029,225756.64761904813
Ukraine,2030,232454.6190476194
United Arab Emirates,2026,615137.4666666687
United Arab Emirates,2027,654358.1238095313
United Arab Emirates,2028,693578.7809523791
United Arab Emirates,2029,732799.4380952418
United Arab Emirates,2030,772020.0952381045
United Kingdom,2026,4048829.6666666865
United Kingdom,2027,4261679.952380955
United Kingdom,2028,4474530.238095224
United Kingdom,2029,4687380.523809552
United Kingdom,2030,4900230.809523821
United States,2026,32808219.666666508
United States,2027,34636518.52380943
United States,2028,36464817.38095236
United States,2029,38293116.23809528
United States,2030,40121415.09523821
Uruguay,2026,90490.40000000037
Uruguay,2027,96173.94285714254
Uruguay,2028,101857.48571428657
Uruguay,2029,107541.02857142873
Uruguay,2030,113224.5714285709
Uzbekistan,2026,142889.3333333321
Uzbekistan,2027,155905.904761903
Uzbekistan,2028,168922.47619047388
Uzbekistan,2029,181939.04761904478
Uzbekistan,2030,194955.61904761568
Vanuatu,2026,1328.9333333333343
Vanuatu,2027,1392.8190476190357
Vanuatu,2028,1456.7047619047516
Vanuatu,2029,1520.5904761904676
Vanuatu,2030,1584.4761904761835
Venezuela,2026,139657.80000000075
Venezuela,2027,154838.02857142687
Venezuela,2028,170018.25714285672
Venezuela,2029,185198.48571428657
Venezuela,2030,200378.7142857127
Vietnam,2026,519826.799999997
Vietnam,2027,548781.8857142851
Vietnam,2028,577736.9714285657
Vietnam,2029,606692.0571428537
Vietnam,2030,635647.1428571418
Yemen,2026,17934.06666666665
Yemen,2027,17388.46666666679
Yemen,2028,16842.866666666698
Yemen,2029,16297.266666666605
Yemen,2030,15751.666666666744
Zambia,2026,31865.06666666642
Zambia,2027,33721.18095238088
Zambia,2028,35577.29523809487
Zambia,2029,37433.40952380933
Zambia,2030,39289.52380952379
Zimbabwe,2026,39670.33333333349
Zimbabwe,2027,41288.190476190764
Zimbabwe,2028,42906.04761904804
Zimbabwe,2029,44523.90476190485
Zimbabwe,2030,46141.76190476213
